"station","year","species","original_total_count","adjusted_total_count","n_samples","total_area","original_density","adjusted_density"
"E4",1999,"Pectinaria granulata",1,1,1,0.0225,44.4444444444444,44.4444444444444
"E4",1999,"Pholoe minuta",1,1,1,0.0225,44.4444444444444,44.4444444444444
"E4",1999,"Polydora",37,37,1,0.0225,1644.44444444444,1644.44444444444
"E4",1999,"Praxillella praetermissa",5,5,1,0.0225,222.222222222222,222.222222222222
"E4",1999,"Scalibregma inflatum",1,1,1,0.0225,44.4444444444444,44.4444444444444
"E4",1999,"Scoloplos armiger",3,3,1,0.0225,133.333333333333,133.333333333333
"E4",1999,"Spio",4,4,1,0.0225,177.777777777778,177.777777777778
"E4",1999,"Sternaspis scutata",4,4,1,0.0225,177.777777777778,177.777777777778
"E4",1999,"Syllis gracilis",1,1,1,0.0225,44.4444444444444,44.4444444444444
"E4",1999,"Terebellides stroemi",3,3,1,0.0225,133.333333333333,133.333333333333
"E4",2013,"Bivalvia",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2013,"Capitella capitata",1172,2530,3,0.12,9766.66666666667,21083.3333333333
"E4",2013,"Mediomastus fragilis",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2013,"Spionidae",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2014,"Arenicola marina",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2014,"Capitella capitata",68,170,3,0.12,566.666666666667,1416.66666666667
"E4",2014,"Chaetozone setosa",16,22,3,0.12,133.333333333333,183.333333333333
"E4",2014,"Cirratulus cirratus",4,4,3,0.12,33.3333333333333,33.3333333333333
"E4",2014,"Dodecaceria concharum",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2014,"Eteone longa",17,44,3,0.12,141.666666666667,366.666666666667
"E4",2014,"Harmothoe",5,11,3,0.12,41.6666666666667,91.6666666666667
"E4",2014,"Malacoceros fuliginosus",5,14,3,0.12,41.6666666666667,116.666666666667
"E4",2014,"Mediomastus fragilis",6,6,3,0.12,50,50
"E4",2014,"Microphthalmus aberrans",19,61,3,0.12,158.333333333333,508.333333333333
"E4",2014,"Mya arenaria",3,3,3,0.12,25,25
"E4",2014,"Naineris quadricuspida",3,3,3,0.12,25,25
"E4",2014,"Phyllodoce maculata",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2014,"Polydora",5,5,3,0.12,41.6666666666667,41.6666666666667
"E4",2014,"Priapulus caudatus",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2014,"Protomedeia fasciata",3,9,3,0.12,25,75
"E4",2014,"Sabellida",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2014,"Scoloplos armiger",5,8,3,0.12,41.6666666666667,66.6666666666667
"E4",2014,"Spionidae",31,37,3,0.12,258.333333333333,308.333333333333
"E4",2014,"Syllis cornuta",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2014,"Terebellidae",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2015,"Apistobranchus tullbergi",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2015,"Arctica islandica",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2015,"Aricidea suecica",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2015,"Chaetozone setosa",20,50,3,0.12,166.666666666667,416.666666666667
"E4",2015,"Cossura longocirrata",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2015,"Eteone longa",5,20,3,0.12,41.6666666666667,166.666666666667
"E4",2015,"Euchone",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2015,"Galathowenia oculata",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2015,"Harmothoe",3,9,3,0.12,25,75
"E4",2015,"Macoma calcarea",17,65,3,0.12,141.666666666667,541.666666666667
"E4",2015,"Maldanidae",2,2,3,0.12,16.6666666666667,16.6666666666667
"E4",2015,"Mediomastus fragilis",23,71,3,0.12,191.666666666667,591.666666666667
"E4",2015,"Microphthalmus aberrans",3,9,3,0.12,25,75
"E4",2015,"Mya arenaria",3,12,3,0.12,25,100
"E4",2015,"Nepthys",2,2,3,0.12,16.6666666666667,16.6666666666667
"E4",2015,"Ophelina acuminata",17,50,3,0.12,141.666666666667,416.666666666667
"E4",2015,"Parougia nigridentata",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2015,"Pholoe",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2015,"Polydora",31,100,3,0.12,258.333333333333,833.333333333333
"E4",2015,"Praxillella praetermissa",5,5,3,0.12,41.6666666666667,41.6666666666667
"E4",2015,"Protomedeia fasciata",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2015,"Scalibregma inflatum",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2015,"Sipunculida",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2015,"Spionidae",14,53,3,0.12,116.666666666667,441.666666666667
"E4",2015,"Terebellidae",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2016,"Abra nitida",2,5,3,0.12,16.6666666666667,41.6666666666667
"E4",2016,"Acanthocardia tuberculata",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2016,"Amphipoda",21,81,3,0.12,175,675
"E4",2016,"Arctica islandica",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2016,"Aricidea suecica",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2016,"Bivalvia",4,4,3,0.12,33.3333333333333,33.3333333333333
"E4",2016,"Capitella capitata",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2016,"Capitellidae",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2016,"Chaetozone setosa",11,38,3,0.12,91.6666666666667,316.666666666667
"E4",2016,"Cirratulus cirratus",3,6,3,0.12,25,50
"E4",2016,"Crassicorophium bonellii",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2016,"Cumacea",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2016,"Eteone longa",16,55,3,0.12,133.333333333333,458.333333333333
"E4",2016,"Eunoe nodosa",3,12,3,0.12,25,100
"E4",2016,"Harmothoe imbricata",2,5,3,0.12,16.6666666666667,41.6666666666667
"E4",2016,"Heteromastus filiformis",11,44,3,0.12,91.6666666666667,366.666666666667
"E4",2016,"Hiatella arctica",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2016,"Levinsenia gracilis",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2016,"Macoma calcarea",30,78,3,0.12,250,650
"E4",2016,"Maldanidae",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2016,"Mediomastus fragilis",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2016,"Microphthalmus aberrans",9,36,3,0.12,75,300
"E4",2016,"Nephtys",2,2,3,0.12,16.6666666666667,16.6666666666667
"E4",2016,"Ophelina acuminata",60,204,3,0.12,500,1700
"E4",2016,"Ophiuroidea",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2016,"Paraonidae",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2016,"Phyllodoce maculata",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2016,"Phyllodocida",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2016,"Polydora",104,329,3,0.12,866.666666666667,2741.66666666667
"E4",2016,"Polynoidae",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2016,"Praxillella praetermissa",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2016,"Scalibregma inflatum",9,33,3,0.12,75,275
"E4",2016,"Scoloplos armiger",15,45,3,0.12,125,375
"E4",2016,"Sphaerosyllis",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2016,"Spio",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2016,"Spionidae",108,402,3,0.12,900,3350
"E4",2016,"Terebellidae",4,16,3,0.12,33.3333333333333,133.333333333333
"E4",2016,"Terebelliformia",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2017,"Abra nitida",10,40,3,0.12,83.3333333333333,333.333333333333
"E4",2017,"Ampharete acutifrons",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2017,"Ampharetidae",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2017,"Amphipoda",3,9,3,0.12,25,75
"E4",2017,"Arctica islandica",6,24,3,0.12,50,200
"E4",2017,"Aricidea suecica",3,12,3,0.12,25,100
"E4",2017,"Asteroidea",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2017,"Buccinum undatum",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2017,"Chaetozone setosa",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2017,"Cossura pygodactylata",6,24,3,0.12,50,200
"E4",2017,"Crassicorophium bonellii",25,100,3,0.12,208.333333333333,833.333333333333
"E4",2017,"Cumacea",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2017,"Eteone longa",9,33,3,0.12,75,275
"E4",2017,"Galathowenia oculata",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2017,"Harmothoe",4,16,3,0.12,33.3333333333333,133.333333333333
"E4",2017,"Hiatella arctica",4,16,3,0.12,33.3333333333333,133.333333333333
"E4",2017,"Lanassa venusta",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2017,"Macoma calcarea",20,71,3,0.12,166.666666666667,591.666666666667
"E4",2017,"Maldanidae",1,1,3,0.12,8.33333333333333,8.33333333333333
"E4",2017,"Mediomastus fragilis",20,80,3,0.12,166.666666666667,666.666666666667
"E4",2017,"Microphthalmus aberrans",5,20,3,0.12,41.6666666666667,166.666666666667
"E4",2017,"Mya arenaria",15,57,3,0.12,125,475
"E4",2017,"Naticidae",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2017,"Nepthys",2,2,3,0.12,16.6666666666667,16.6666666666667
"E4",2017,"Ophelina acuminata",22,88,3,0.12,183.333333333333,733.333333333333
"E4",2017,"Parvicardium pinnulatum",4,16,3,0.12,33.3333333333333,133.333333333333
"E4",2017,"Pholoe",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2017,"Phyllodoce maculata",14,50,3,0.12,116.666666666667,416.666666666667
"E4",2017,"Polydora",339,1314,3,0.12,2825,10950
"E4",2017,"Praxillella praetermissa",12,45,3,0.12,100,375
"E4",2017,"Priapulus caudatus",1,4,3,0.12,8.33333333333333,33.3333333333333
"E4",2017,"Protomedeia fasciata",28,112,3,0.12,233.333333333333,933.333333333333
"E4",2017,"Scalibregma inflatum",6,12,3,0.12,50,100
"E4",2017,"Scoloplos armiger",25,100,3,0.12,208.333333333333,833.333333333333
"E4",2017,"Sphaerosyllis erinaceus",2,8,3,0.12,16.6666666666667,66.6666666666667
"E4",2017,"Spio",3,12,3,0.12,25,100
"E4",2017,"Spionidae",21,81,3,0.12,175,675
"E4",2017,"Thyasira flexuosa",2,8,3,0.12,16.6666666666667,66.6666666666667
"U1",2013,"Acarina",2,16,3,0.12,16.6666666666667,133.333333333333
"U1",2013,"Ampharete",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Ampharete acutifrons",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Amphipoda",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Amphitrite affinis",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Amphitrite cirrata",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Arenicola marina",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Aricidea suecica",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Ascidiacea",5,26,3,0.12,41.6666666666667,216.666666666667
"U1",2013,"Astarte borealis",1,8,3,0.12,8.33333333333333,66.6666666666667
"U1",2013,"Asteroidea",2,2,3,0.12,16.6666666666667,16.6666666666667
"U1",2013,"Axionice maculata",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Brada inhabilis",2,9,3,0.12,16.6666666666667,75
"U1",2013,"Capitella capitata",10,27,3,0.12,83.3333333333333,225
"U1",2013,"Chaetozone setosa",12,43,3,0.12,100,358.333333333333
"U1",2013,"Cirratulus cirratus",4,25,3,0.12,33.3333333333333,208.333333333333
"U1",2013,"Crassicorophium bonellii",30,152,3,0.12,250,1266.66666666667
"U1",2013,"Crenella",3,24,3,0.12,25,200
"U1",2013,"Cumacea",4,14,3,0.12,33.3333333333333,116.666666666667
"U1",2013,"Dodecaceria concharum",3,24,3,0.12,25,200
"U1",2013,"Eteone longa",2,2,3,0.12,16.6666666666667,16.6666666666667
"U1",2013,"Eupolymnia nesidensis",16,16,3,0.12,133.333333333333,133.333333333333
"U1",2013,"Exogone verugera",3,3,3,0.12,25,25
"U1",2013,"Flabelligera affinis???",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Gattyana cirrhosa",4,4,3,0.12,33.3333333333333,33.3333333333333
"U1",2013,"Harmothoe",23,68,3,0.12,191.666666666667,566.666666666667
"U1",2013,"Harmothoe extenuata",7,35,3,0.12,58.3333333333333,291.666666666667
"U1",2013,"Harmothoe imbricata",15,57,3,0.12,125,475
"U1",2013,"Henricia sanguinolenta",4,32,3,0.12,33.3333333333333,266.666666666667
"U1",2013,"Hiatella arctica",1,8,3,0.12,8.33333333333333,66.6666666666667
"U1",2013,"Hyas araneus",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Lepeta caeca",1,8,3,0.12,8.33333333333333,66.6666666666667
"U1",2013,"Lepidonotus squamatus",4,11,3,0.12,33.3333333333333,91.6666666666667
"U1",2013,"Macoma calcarea",1,8,3,0.12,8.33333333333333,66.6666666666667
"U1",2013,"Microphthalmus aberrans",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Moelleria costulata",2,16,3,0.12,16.6666666666667,133.333333333333
"U1",2013,"Musculus",5,40,3,0.12,41.6666666666667,333.333333333333
"U1",2013,"Nephtyidae",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Nereimyra punctata",4,11,3,0.12,33.3333333333333,91.6666666666667
"U1",2013,"Ophiuroidea",28,42,3,0.12,233.333333333333,350
"U1",2013,"Pectinaria granulata",6,6,3,0.12,50,50
"U1",2013,"Pholoe",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Phyllodoce maculata",3,3,3,0.12,25,25
"U1",2013,"Phyllodocidae",1,1,3,0.12,8.33333333333333,8.33333333333333
"U1",2013,"Polycirrinae",2,16,3,0.12,16.6666666666667,133.333333333333
"U1",2013,"Polyplacophora",19,26,3,0.12,158.333333333333,216.666666666667
"U1",2013,"Praxillella praetermissa",5,5,3,0.12,41.6666666666667,41.6666666666667
"U1",2013,"Protomedeia fasciata",1,8,3,0.12,8.33333333333333,66.6666666666667
"U1",2013,"Pycnogonida",15,50,3,0.12,125,416.666666666667
"U1",2013,"Sabellida",3,24,3,0.12,25,200
"U1",2013,"Scoloplos armiger",4,4,3,0.12,33.3333333333333,33.3333333333333
"U1",2013,"Sphaerosyllis erinaceus",4,4,3,0.12,33.3333333333333,33.3333333333333
"U1",2013,"Spionidae",88,351,3,0.12,733.333333333333,2925
"U1",2013,"Syllidae",7,37,3,0.12,58.3333333333333,308.333333333333
"U1",2013,"Terebellidae",1,8,3,0.12,8.33333333333333,66.6666666666667
"U1",2013,"Typosyllis armillaris",1,8,3,0.12,8.33333333333333,66.6666666666667
"U2",2013,"Arctica islandica",4,4,3,0.12,33.3333333333333,33.3333333333333
"U2",2013,"Aricidea suecica",2,16,3,0.12,16.6666666666667,133.333333333333
"U2",2013,"Brada villosa",1,1,3,0.12,8.33333333333333,8.33333333333333
"U2",2013,"Capitella capitata",877,1234,3,0.12,7308.33333333333,10283.3333333333
"U2",2013,"Chaetozone setosa",119,147,3,0.12,991.666666666667,1225
"U2",2013,"Cossura longocirrata",21,119,3,0.12,175,991.666666666667
"U2",2013,"Eteone longa",10,17,3,0.12,83.3333333333333,141.666666666667
"U2",2013,"Exogone hebes",3,24,3,0.12,25,200
"U2",2013,"Exogone verugera",8,22,3,0.12,66.6666666666667,183.333333333333
"U2",2013,"Galathowenia oculata",2,2,3,0.12,16.6666666666667,16.6666666666667
"U2",2013,"Harmothoe",11,53,3,0.12,91.6666666666667,441.666666666667
"U2",2013,"Harmothoe imbricata",2,2,3,0.12,16.6666666666667,16.6666666666667
"U2",2013,"Heteromastus filiformis",1,1,3,0.12,8.33333333333333,8.33333333333333
"U2",2013,"Lanassa venusta",6,6,3,0.12,50,50
"U2",2013,"Levinsenia gracilis",5,19,3,0.12,41.6666666666667,158.333333333333
"U2",2013,"Macoma calcarea",27,34,3,0.12,225,283.333333333333
"U2",2013,"Maldanidae",1,1,3,0.12,8.33333333333333,8.33333333333333
"U2",2013,"Mediomastus filiformis",2,2,3,0.12,16.6666666666667,16.6666666666667
"U2",2013,"Mediomastus fragilis",6,20,3,0.12,50,166.666666666667
"U2",2013,"Microphthalmus aberrans",4,11,3,0.12,33.3333333333333,91.6666666666667
"U2",2013,"Myriochele oculata",1,1,3,0.12,8.33333333333333,8.33333333333333
"U2",2013,"Nephtyidae",5,5,3,0.12,41.6666666666667,41.6666666666667
"U2",2013,"Ophryotrocha cosmetandra",1,1,3,0.12,8.33333333333333,8.33333333333333
"U2",2013,"Orbiniidae",1,1,3,0.12,8.33333333333333,8.33333333333333
"U2",2013,"Phyllodocidae",1,8,3,0.12,8.33333333333333,66.6666666666667
"U2",2013,"Praxillella praetermissa",30,51,3,0.12,250,425
"U2",2013,"Rhodine gracilior",1,1,3,0.12,8.33333333333333,8.33333333333333
"U2",2013,"Scoloplos armiger",33,54,3,0.12,275,450
"U2",2013,"Sphaerosyllis erinaceus",1,8,3,0.12,8.33333333333333,66.6666666666667
"U2",2013,"Spionidae",57,106,3,0.12,475,883.333333333333
"U2",2013,"Sternaspis scutata",15,15,3,0.12,125,125
"U2",2013,"Syllis cornuta",2,2,3,0.12,16.6666666666667,16.6666666666667
