"station","year","species","original_total_count","adjusted_total_count","n_samples","total_area","original_density","adjusted_density","density_difference","density_ratio"
"E3",2017,"Scalibregma inflatum",7,28,3,0.12,58.3333333333333,233.333333333333,175,4
"E3",2017,"Scoloplos armiger",18,69,3,0.12,150,575,425,3.83333333333333
"E3",2017,"Sphaerosyllis erinaceus",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E3",2017,"Spio",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"E3",2017,"Terebellides stroemii",2,5,3,0.12,16.6666666666667,41.6666666666667,25,2.5
"E3",2017,"Thyasira flexuosa",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",1999,"Apistobranchus tullbergi",3,3,1,0.0225,133.333333333333,133.333333333333,0,1
"E4",1999,"Aricidea suecica",4,4,1,0.0225,177.777777777778,177.777777777778,0,1
"E4",1999,"Caprella septentrionalis",16,16,1,0.0225,711.111111111111,711.111111111111,0,1
"E4",1999,"Chaetozone setosa",5,5,1,0.0225,222.222222222222,222.222222222222,0,1
"E4",1999,"Crassicorophium bonellii",2,2,1,0.0225,88.8888888888889,88.8888888888889,0,1
"E4",1999,"Cumacea",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E4",1999,"Ennucula tenuis",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E4",1999,"Eteone longa",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E4",1999,"Heteromastus filiformis",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E4",1999,"Laphania boecki",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E4",1999,"Levinsenia gracilis",2,2,1,0.0225,88.8888888888889,88.8888888888889,0,1
"E4",1999,"Macoma calcarea",7,7,1,0.0225,311.111111111111,311.111111111111,0,1
"E4",1999,"Pectinaria granulata",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E4",1999,"Pholoe minuta",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E4",1999,"Polydora",37,37,1,0.0225,1644.44444444444,1644.44444444444,0,1
"E4",1999,"Praxillella praetermissa",5,5,1,0.0225,222.222222222222,222.222222222222,0,1
"E4",1999,"Scalibregma inflatum",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E4",1999,"Scoloplos armiger",3,3,1,0.0225,133.333333333333,133.333333333333,0,1
"E4",1999,"Spio",4,4,1,0.0225,177.777777777778,177.777777777778,0,1
"E4",1999,"Sternaspis scutata",4,4,1,0.0225,177.777777777778,177.777777777778,0,1
"E4",1999,"Syllis gracilis",1,1,1,0.0225,44.4444444444444,44.4444444444444,0,1
"E4",1999,"Terebellides stroemii",3,3,1,0.0225,133.333333333333,133.333333333333,0,1
"E4",2013,"Capitella capitata",1172,2530,3,0.12,9766.66666666667,21083.3333333333,11316.6666666667,2.15870307167235
"E4",2013,"Mediomastus fragilis",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2013,"NA",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2013,"Spio",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2014,"Arenicola marina",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2014,"Capitella capitata",68,170,3,0.12,566.666666666667,1416.66666666667,850,2.5
"E4",2014,"Chaetozone setosa",16,22,3,0.12,133.333333333333,183.333333333333,50,1.375
"E4",2014,"Cirratulus cirratus",4,4,3,0.12,33.3333333333333,33.3333333333333,0,1
"E4",2014,"Dodecaceria concharum",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2014,"Eteone longa",17,44,3,0.12,141.666666666667,366.666666666667,225,2.58823529411765
"E4",2014,"Harmothoe extenuata",5,11,3,0.12,41.6666666666667,91.6666666666667,50,2.2
"E4",2014,"Malacoceros fuliginosus",5,14,3,0.12,41.6666666666667,116.666666666667,75,2.8
"E4",2014,"Mediomastus fragilis",6,6,3,0.12,50,50,0,1
"E4",2014,"Microphthalmus aberrans",19,61,3,0.12,158.333333333333,508.333333333333,350,3.21052631578947
"E4",2014,"Mya arenaria",3,3,3,0.12,25,25,0,1
"E4",2014,"Naineris quadricuspida",3,3,3,0.12,25,25,0,1
"E4",2014,"Phyllodoce maculata",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2014,"Polydora",5,5,3,0.12,41.6666666666667,41.6666666666667,0,1
"E4",2014,"Priapulus caudatus",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2014,"Protomedeia fasciata",3,9,3,0.12,25,75,50,3
"E4",2014,"Sabellida",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2014,"Scoloplos armiger",5,8,3,0.12,41.6666666666667,66.6666666666667,25,1.6
"E4",2014,"Spio",31,37,3,0.12,258.333333333333,308.333333333333,50,1.19354838709677
"E4",2014,"Syllis cornuta",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2014,"Terebellides stroemii",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2015,"Apistobranchus tullbergi",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2015,"Arctica islandica",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2015,"Aricidea suecica",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2015,"Chaetozone setosa",20,50,3,0.12,166.666666666667,416.666666666667,250,2.5
"E4",2015,"Cossura longocirrata",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2015,"Eteone longa",5,20,3,0.12,41.6666666666667,166.666666666667,125,4
"E4",2015,"Euchone",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2015,"Galathowenia oculata",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2015,"Harmothoe extenuata",3,9,3,0.12,25,75,50,3
"E4",2015,"Macoma calcarea",17,65,3,0.12,141.666666666667,541.666666666667,400,3.82352941176471
"E4",2015,"Maldanidae",2,2,3,0.12,16.6666666666667,16.6666666666667,0,1
"E4",2015,"Mediomastus fragilis",23,71,3,0.12,191.666666666667,591.666666666667,400,3.08695652173913
"E4",2015,"Microphthalmus aberrans",3,9,3,0.12,25,75,50,3
"E4",2015,"Mya arenaria",3,12,3,0.12,25,100,75,4
"E4",2015,"Nepthys",2,2,3,0.12,16.6666666666667,16.6666666666667,0,1
"E4",2015,"Ophelina acuminata",17,50,3,0.12,141.666666666667,416.666666666667,275,2.94117647058824
"E4",2015,"Parougia nigridentata",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2015,"Pholoe minuta",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2015,"Polydora",31,100,3,0.12,258.333333333333,833.333333333333,575,3.2258064516129
"E4",2015,"Praxillella praetermissa",5,5,3,0.12,41.6666666666667,41.6666666666667,0,1
"E4",2015,"Protomedeia fasciata",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2015,"Scalibregma inflatum",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2015,"Sipuncula",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2015,"Spio",14,53,3,0.12,116.666666666667,441.666666666667,325,3.78571428571429
"E4",2015,"Terebellides stroemii",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2016,"Abra nitida",2,5,3,0.12,16.6666666666667,41.6666666666667,25,2.5
"E4",2016,"Acanthocardia tuberculata",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2016,"Arctica islandica",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2016,"Aricidea suecica",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2016,"Capitella capitata",2,5,3,0.12,16.6666666666667,41.6666666666667,25,2.5
"E4",2016,"Chaetozone setosa",11,38,3,0.12,91.6666666666667,316.666666666667,225,3.45454545454545
"E4",2016,"Cirratulus cirratus",3,6,3,0.12,25,50,25,2
"E4",2016,"Crassicorophium bonellii",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2016,"Cumacea",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2016,"Eteone longa",16,55,3,0.12,133.333333333333,458.333333333333,325,3.4375
"E4",2016,"Eunoe nodosa",3,12,3,0.12,25,100,75,4
"E4",2016,"Harmothoe imbricata",4,13,3,0.12,33.3333333333333,108.333333333333,75,3.25
"E4",2016,"Heteromastus filiformis",11,44,3,0.12,91.6666666666667,366.666666666667,275,4
"E4",2016,"Hiatella arctica",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2016,"Levinsenia gracilis",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2016,"Macoma calcarea",30,78,3,0.12,250,650,400,2.6
"E4",2016,"Maldanidae",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2016,"Mediomastus fragilis",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2016,"Microphthalmus aberrans",9,36,3,0.12,75,300,225,4
"E4",2016,"NA",25,85,3,0.12,208.333333333333,708.333333333333,500,3.4
"E4",2016,"Nephtys",2,2,3,0.12,16.6666666666667,16.6666666666667,0,1
"E4",2016,"Ophelina acuminata",60,204,3,0.12,500,1700,1200,3.4
"E4",2016,"Ophiuroidea",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2016,"Paraonidae",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2016,"Phyllodoce maculata",3,12,3,0.12,25,100,75,4
"E4",2016,"Polydora",104,329,3,0.12,866.666666666667,2741.66666666667,1875,3.16346153846154
"E4",2016,"Praxillella praetermissa",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2016,"Scalibregma inflatum",9,33,3,0.12,75,275,200,3.66666666666667
"E4",2016,"Scoloplos armiger",15,45,3,0.12,125,375,250,3
"E4",2016,"Sphaerosyllis",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2016,"Spio",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2016,"Spionidae",108,402,3,0.12,900,3350,2450,3.72222222222222
"E4",2016,"Terebellides stroemii",5,17,3,0.12,41.6666666666667,141.666666666667,100,3.4
"E4",2017,"Abra nitida",10,40,3,0.12,83.3333333333333,333.333333333333,250,4
"E4",2017,"Ampharetidae",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2017,"Amphipoda",3,9,3,0.12,25,75,50,3
"E4",2017,"Arctica islandica",6,24,3,0.12,50,200,150,4
"E4",2017,"Aricidea suecica",3,12,3,0.12,25,100,75,4
"E4",2017,"Asteroidea",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2017,"Buccinum undatum",1,1,3,0.12,8.33333333333333,8.33333333333333,0,1
"E4",2017,"Chaetozone setosa",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2017,"Cossura pygodactylata",6,24,3,0.12,50,200,150,4
"E4",2017,"Crassicorophium bonellii",25,100,3,0.12,208.333333333333,833.333333333333,625,4
"E4",2017,"Cumacea",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2017,"Eteone longa",9,33,3,0.12,75,275,200,3.66666666666667
"E4",2017,"Galathowenia oculata",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2017,"Harmothoe extenuata",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"E4",2017,"Hiatella arctica",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"E4",2017,"Lanassa venusta",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2017,"Macoma calcarea",20,71,3,0.12,166.666666666667,591.666666666667,425,3.55
"E4",2017,"Mediomastus fragilis",20,80,3,0.12,166.666666666667,666.666666666667,500,4
"E4",2017,"Microphthalmus aberrans",5,20,3,0.12,41.6666666666667,166.666666666667,125,4
"E4",2017,"Mya arenaria",15,57,3,0.12,125,475,350,3.8
"E4",2017,"Naticidae",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2017,"Nepthys",2,2,3,0.12,16.6666666666667,16.6666666666667,0,1
"E4",2017,"Ophelina acuminata",22,88,3,0.12,183.333333333333,733.333333333333,550,4
"E4",2017,"Parvicardium pinnulatum",4,16,3,0.12,33.3333333333333,133.333333333333,100,4
"E4",2017,"Pholoe minuta",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2017,"Phyllodoce maculata",14,50,3,0.12,116.666666666667,416.666666666667,300,3.57142857142857
"E4",2017,"Polydora",339,1314,3,0.12,2825,10950,8125,3.87610619469027
"E4",2017,"Praxillella praetermissa",13,46,3,0.12,108.333333333333,383.333333333333,275,3.53846153846154
"E4",2017,"Priapulus caudatus",1,4,3,0.12,8.33333333333333,33.3333333333333,25,4
"E4",2017,"Protomedeia fasciata",28,112,3,0.12,233.333333333333,933.333333333333,700,4
"E4",2017,"Scalibregma inflatum",6,12,3,0.12,50,100,50,2
"E4",2017,"Scoloplos armiger",25,100,3,0.12,208.333333333333,833.333333333333,625,4
"E4",2017,"Sphaerosyllis erinaceus",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
"E4",2017,"Spio",24,93,3,0.12,200,775,575,3.875
"E4",2017,"Thyasira flexuosa",2,8,3,0.12,16.6666666666667,66.6666666666667,50,4
